=== Pass1 -> L1.dat ===
Total transactions: 948420
Pass1 time: 0.268 sec
=== Pass2 -> L2.dat ===
Found 1526 frequent pairs
Pass2 time: 1.716 sec
=== Pass3 -> L3.dat ===
Found 1977 frequent triples
Pass3 time: 2.579 sec

=== Association Rules (confidence >= 0.60) ===
{2} => {7}, support=0.1149, confidence=0.6260
{7, 212} => {28}, support=0.0016, confidence=0.7094
{28, 212} => {7}, support=0.0016, confidence=0.9021
{7, 213} => {28}, support=0.0013, confidence=0.6953
{28, 213} => {7}, support=0.0013, confidence=0.9009
{28, 216} => {7}, support=0.0032, confidence=0.9578
{28, 219} => {7}, support=0.0056, confidence=0.9368
{33, 84} => {7}, support=0.0015, confidence=0.9859
{738} => {7, 12}, support=0.0093, confidence=0.6418
{7, 738} => {12}, support=0.0093, confidence=0.7576
{12, 738} => {7}, support=0.0093, confidence=0.9791
{739} => {7, 12}, support=0.0020, confidence=0.7132
{7, 739} => {12}, support=0.0020, confidence=0.8103
{12, 739} => {7}, support=0.0020, confidence=0.9827
{33, 88} => {7}, support=0.0017, confidence=0.8990
{748} => {7, 12}, support=0.0028, confidence=0.7302
{7, 748} => {12}, support=0.0028, confidence=0.7988
{12, 748} => {7}, support=0.0028, confidence=0.9873
{754} => {7, 12}, support=0.0011, confidence=0.7645
{7, 754} => {12}, support=0.0011, confidence=0.8436
{12, 754} => {7}, support=0.0011, confidence=0.9911
{880} => {7, 8}, support=0.0019, confidence=0.7750
{7, 880} => {8}, support=0.0019, confidence=0.8941
{8, 880} => {7}, support=0.0019, confidence=0.9000
{28, 266} => {7}, support=0.0017, confidence=0.9196
{763} => {7, 12}, support=0.0025, confidence=0.7463
{7, 763} => {12}, support=0.0025, confidence=0.8142
{12, 763} => {7}, support=0.0025, confidence=0.9865
{773} => {7, 12}, support=0.0012, confidence=0.7315
{7, 773} => {12}, support=0.0012, confidence=0.8133
{12, 773} => {7}, support=0.0012, confidence=0.9852
{7, 277} => {28}, support=0.0017, confidence=0.6834
{28, 277} => {7}, support=0.0017, confidence=0.8985
{898} => {7, 8}, support=0.0073, confidence=0.7769
{7, 898} => {8}, support=0.0073, confidence=0.8876
{8, 898} => {7}, support=0.0073, confidence=0.9084
{774} => {7, 12}, support=0.0015, confidence=0.7746
{7, 774} => {12}, support=0.0015, confidence=0.8490
{12, 774} => {7}, support=0.0015, confidence=0.9872
{28, 279} => {7}, support=0.0063, confidence=0.8981
{776} => {7, 12}, support=0.0013, confidence=0.7271
{7, 776} => {12}, support=0.0013, confidence=0.7895
{12, 776} => {7}, support=0.0013, confidence=0.9854
{778} => {7, 12}, support=0.0020, confidence=0.7424
{7, 778} => {12}, support=0.0020, confidence=0.8231
{12, 778} => {7}, support=0.0020, confidence=0.9862
{28, 295} => {7}, support=0.0015, confidence=0.7954
{794} => {7, 12}, support=0.0011, confidence=0.8284
{7, 794} => {12}, support=0.0011, confidence=0.8696
{12, 794} => {7}, support=0.0011, confidence=0.9972
{28, 304} => {7}, support=0.0011, confidence=0.9404
{935} => {7, 8}, support=0.0033, confidence=0.6935
{7, 935} => {8}, support=0.0033, confidence=0.8164
{8, 935} => {7}, support=0.0033, confidence=0.9060
{28, 317} => {7}, support=0.0017, confidence=0.9032
{322} => {7, 28}, support=0.0042, confidence=0.6149
{7, 322} => {28}, support=0.0042, confidence=0.7076
{28, 322} => {7}, support=0.0042, confidence=0.9033
{830} => {7, 12}, support=0.0018, confidence=0.7302
{7, 830} => {12}, support=0.0018, confidence=0.8004
{12, 830} => {7}, support=0.0018, confidence=0.9886
{838} => {7, 12}, support=0.0010, confidence=0.7959
{7, 838} => {12}, support=0.0010, confidence=0.8427
{12, 838} => {7}, support=0.0010, confidence=0.9949
{846} => {7, 12}, support=0.0017, confidence=0.7421
{7, 846} => {12}, support=0.0017, confidence=0.8176
{12, 846} => {7}, support=0.0017, confidence=0.9889
{8, 988} => {7}, support=0.0018, confidence=0.9670
{867} => {7, 12}, support=0.0018, confidence=0.7195
{7, 867} => {12}, support=0.0018, confidence=0.7909
{12, 867} => {7}, support=0.0018, confidence=0.9902
{871} => {7, 12}, support=0.0017, confidence=0.7620
{7, 871} => {12}, support=0.0017, confidence=0.8137
{12, 871} => {7}, support=0.0017, confidence=0.9905
{880} => {7, 12}, support=0.0016, confidence=0.6467
{7, 880} => {12}, support=0.0016, confidence=0.7461
{12, 880} => {7}, support=0.0016, confidence=0.9846
{883} => {7, 12}, support=0.0015, confidence=0.8128
{7, 883} => {12}, support=0.0015, confidence=0.8766
{12, 883} => {7}, support=0.0015, confidence=0.9905
{886} => {7, 12}, support=0.0011, confidence=0.7207
{7, 886} => {12}, support=0.0011, confidence=0.8159
{12, 886} => {7}, support=0.0011, confidence=0.9887
{890} => {7, 12}, support=0.0012, confidence=0.6933
{7, 890} => {12}, support=0.0012, confidence=0.8038
{12, 890} => {7}, support=0.0012, confidence=0.9856
{401} => {7, 28}, support=0.0015, confidence=0.6079
{7, 401} => {28}, support=0.0015, confidence=0.7210
{28, 401} => {7}, support=0.0015, confidence=0.8920
{898} => {7, 12}, support=0.0062, confidence=0.6592
{7, 898} => {12}, support=0.0062, confidence=0.7531
{12, 898} => {7}, support=0.0062, confidence=0.9832
{403} => {7, 28}, support=0.0011, confidence=0.6033
{7, 403} => {28}, support=0.0011, confidence=0.7005
{28, 403} => {7}, support=0.0011, confidence=0.9063
{902} => {7, 12}, support=0.0015, confidence=0.7399
{7, 902} => {12}, support=0.0015, confidence=0.8189
{12, 902} => {7}, support=0.0015, confidence=0.9924
{917} => {7, 12}, support=0.0048, confidence=0.7751
{7, 917} => {12}, support=0.0048, confidence=0.8384
{12, 917} => {7}, support=0.0048, confidence=0.9924
{28, 424} => {7}, support=0.0011, confidence=0.9862
{1051} => {7, 8}, support=0.0012, confidence=0.7302
{7, 1051} => {8}, support=0.0012, confidence=0.8598
{8, 1051} => {7}, support=0.0012, confidence=0.9064
{7, 1053} => {8}, support=0.0013, confidence=0.6281
{8, 1053} => {7}, support=0.0013, confidence=0.9092
{33, 279} => {7}, support=0.0010, confidence=0.9045
{935} => {7, 12}, support=0.0031, confidence=0.6423
{7, 935} => {12}, support=0.0031, confidence=0.7561
{12, 935} => {7}, support=0.0031, confidence=0.9821
{28, 439} => {7}, support=0.0015, confidence=0.9871
{8, 1066} => {7}, support=0.0011, confidence=0.9339
{28, 447} => {7}, support=0.0015, confidence=0.9283
{41, 56} => {7}, support=0.0014, confidence=0.9194
{41, 65} => {7}, support=0.0018, confidence=0.9630
{41, 70} => {7}, support=0.0014, confidence=0.9854
{971} => {7, 12}, support=0.0014, confidence=0.7768
{7, 971} => {12}, support=0.0014, confidence=0.8414
{12, 971} => {7}, support=0.0014, confidence=0.9916
{975} => {7, 12}, support=0.0014, confidence=0.7496
{7, 975} => {12}, support=0.0014, confidence=0.8362
{12, 975} => {7}, support=0.0014, confidence=0.9858
{41, 78} => {7}, support=0.0033, confidence=0.9730
{42} => {7, 47}, support=0.0017, confidence=0.7317
{7, 42} => {47}, support=0.0017, confidence=0.8041
{42, 47} => {7}, support=0.0017, confidence=0.9734
{41, 84} => {7}, support=0.0013, confidence=0.9846
{28, 491} => {7}, support=0.0010, confidence=0.7756
{988} => {7, 12}, support=0.0076, confidence=0.6356
{7, 988} => {12}, support=0.0076, confidence=0.7182
{12, 988} => {7}, support=0.0076, confidence=0.9836
{8, 28} => {12}, support=0.0205, confidence=0.7066
{12, 28} => {8}, support=0.0205, confidence=0.6151
{29} => {8, 12}, support=0.0041, confidence=0.6303
{8, 29} => {12}, support=0.0041, confidence=0.7226
{12, 29} => {8}, support=0.0041, confidence=0.9121
{7, 994} => {12}, support=0.0033, confidence=0.6332
{12, 994} => {7}, support=0.0033, confidence=0.9283
{33} => {8, 12}, support=0.0045, confidence=0.6151
{8, 33} => {12}, support=0.0045, confidence=0.7221
{12, 33} => {8}, support=0.0045, confidence=0.9096
{38} => {8, 12}, support=0.0014, confidence=0.6089
{8, 38} => {12}, support=0.0014, confidence=0.7281
{12, 38} => {8}, support=0.0014, confidence=0.9028
{1000} => {7, 12}, support=0.0017, confidence=0.8142
{7, 1000} => {12}, support=0.0017, confidence=0.8824
{12, 1000} => {7}, support=0.0017, confidence=0.9914
{1001} => {7, 12}, support=0.0011, confidence=0.7806
{7, 1001} => {12}, support=0.0011, confidence=0.8667
{12, 1001} => {7}, support=0.0011, confidence=0.9912
{8, 41} => {12}, support=0.0020, confidence=0.8052
{8, 50} => {12}, support=0.0022, confidence=0.7922
{1139} => {7, 8}, support=0.0019, confidence=0.7074
{7, 1139} => {8}, support=0.0019, confidence=0.8308
{8, 1139} => {7}, support=0.0019, confidence=0.9137
{1141} => {7, 8}, support=0.0012, confidence=0.7254
{7, 1141} => {8}, support=0.0012, confidence=0.8415
{8, 1141} => {7}, support=0.0012, confidence=0.8961
{8, 56} => {12}, support=0.0029, confidence=0.6125
{8, 57} => {12}, support=0.0010, confidence=0.8733
{1019} => {7, 12}, support=0.0016, confidence=0.8429
{7, 1019} => {12}, support=0.0016, confidence=0.8869
{12, 1019} => {7}, support=0.0016, confidence=0.9949
{1020} => {7, 12}, support=0.0016, confidence=0.7837
{7, 1020} => {12}, support=0.0016, confidence=0.8472
{12, 1020} => {7}, support=0.0016, confidence=0.9877
{1024} => {7, 12}, support=0.0014, confidence=0.6115
{7, 1024} => {12}, support=0.0014, confidence=0.7336
{12, 1024} => {7}, support=0.0014, confidence=0.9810
{1026} => {7, 12}, support=0.0021, confidence=0.7380
{7, 1026} => {12}, support=0.0021, confidence=0.8069
{12, 1026} => {7}, support=0.0021, confidence=0.9916
{8, 65} => {12}, support=0.0034, confidence=0.7399
{1031} => {7, 12}, support=0.0014, confidence=0.7731
{7, 1031} => {12}, support=0.0014, confidence=0.8370
{12, 1031} => {7}, support=0.0014, confidence=0.9891
{8, 70} => {12}, support=0.0025, confidence=0.8261
{1035} => {7, 12}, support=0.0013, confidence=0.8209
{7, 1035} => {12}, support=0.0013, confidence=0.8858
{12, 1035} => {7}, support=0.0013, confidence=0.9960
{1036} => {7, 12}, support=0.0010, confidence=0.7899
{7, 1036} => {12}, support=0.0010, confidence=0.8588
{12, 1036} => {7}, support=0.0010, confidence=0.9866
{41, 137} => {7}, support=0.0018, confidence=0.9610
{1038} => {7, 12}, support=0.0013, confidence=0.7479
{7, 1038} => {12}, support=0.0013, confidence=0.8267
{12, 1038} => {7}, support=0.0013, confidence=0.9890
{41, 139} => {7}, support=0.0022, confidence=0.9509
{8, 78} => {12}, support=0.0041, confidence=0.8085
{1045} => {7, 12}, support=0.0013, confidence=0.7899
{7, 1045} => {12}, support=0.0013, confidence=0.8541
{12, 1045} => {7}, support=0.0013, confidence=0.9933
{8, 84} => {12}, support=0.0082, confidence=0.7392
{86} => {8, 12}, support=0.0041, confidence=0.6716
{8, 86} => {12}, support=0.0041, confidence=0.7101
{12, 86} => {8}, support=0.0041, confidence=0.9725
{41, 149} => {7}, support=0.0036, confidence=0.9690
{8, 87} => {12}, support=0.0037, confidence=0.7230
{12, 87} => {8}, support=0.0037, confidence=0.9141
{88} => {8, 12}, support=0.0074, confidence=0.6013
{8, 88} => {12}, support=0.0074, confidence=0.7023
{12, 88} => {8}, support=0.0074, confidence=0.9013
{8, 89} => {12}, support=0.0012, confidence=0.6831
{12, 89} => {8}, support=0.0012, confidence=0.8849
{1051} => {7, 12}, support=0.0010, confidence=0.6515
{7, 1051} => {12}, support=0.0010, confidence=0.7671
{12, 1051} => {7}, support=0.0010, confidence=0.9791
{8, 91} => {12}, support=0.0014, confidence=0.8654
{1053} => {7, 12}, support=0.0015, confidence=0.6466
{7, 1053} => {12}, support=0.0015, confidence=0.7454
{12, 1053} => {7}, support=0.0015, confidence=0.9817
{162} => {7, 41}, support=0.0014, confidence=0.8580
{7, 162} => {41}, support=0.0014, confidence=0.9265
{41, 162} => {7}, support=0.0014, confidence=0.9651
{1066} => {7, 12}, support=0.0029, confidence=0.6141
{7, 1066} => {12}, support=0.0029, confidence=0.7771
{12, 1066} => {7}, support=0.0029, confidence=0.9685
{1072} => {7, 12}, support=0.0012, confidence=0.6891
{7, 1072} => {12}, support=0.0012, confidence=0.7869
{12, 1072} => {7}, support=0.0012, confidence=0.9840
{1078} => {7, 12}, support=0.0010, confidence=0.7059
{7, 1078} => {12}, support=0.0010, confidence=0.7814
{12, 1078} => {7}, support=0.0010, confidence=0.9838
{8, 136} => {12}, support=0.0014, confidence=0.8836
{8, 137} => {12}, support=0.0023, confidence=0.7920
{8, 139} => {12}, support=0.0034, confidence=0.7413
{1102} => {7, 12}, support=0.0021, confidence=0.6580
{7, 1102} => {12}, support=0.0021, confidence=0.7685
{12, 1102} => {7}, support=0.0021, confidence=0.9766
{8, 149} => {12}, support=0.0059, confidence=0.8261
{41, 216} => {7}, support=0.0014, confidence=0.9756
{41, 219} => {7}, support=0.0041, confidence=0.9680
{1132} => {7, 12}, support=0.0012, confidence=0.7447
{7, 1132} => {12}, support=0.0012, confidence=0.8209
{12, 1132} => {7}, support=0.0012, confidence=0.9832
{1133} => {7, 12}, support=0.0020, confidence=0.7735
{7, 1133} => {12}, support=0.0020, confidence=0.8308
{12, 1133} => {7}, support=0.0020, confidence=0.9903
{1139} => {7, 12}, support=0.0017, confidence=0.6350
{7, 1139} => {12}, support=0.0017, confidence=0.7457
{12, 1139} => {7}, support=0.0017, confidence=0.9813
{1141} => {7, 12}, support=0.0010, confidence=0.6511
{7, 1141} => {12}, support=0.0010, confidence=0.7553
{12, 1141} => {7}, support=0.0010, confidence=0.9783
{1142} => {7, 12}, support=0.0023, confidence=0.7382
{7, 1142} => {12}, support=0.0023, confidence=0.8144
{12, 1142} => {7}, support=0.0023, confidence=0.9899
{1145} => {7, 12}, support=0.0032, confidence=0.6776
{7, 1145} => {12}, support=0.0032, confidence=0.7700
{12, 1145} => {7}, support=0.0032, confidence=0.9827
{1147} => {7, 12}, support=0.0013, confidence=0.7129
{7, 1147} => {12}, support=0.0013, confidence=0.8101
{12, 1147} => {7}, support=0.0013, confidence=0.9808
{1150} => {7, 12}, support=0.0013, confidence=0.6361
{7, 1150} => {12}, support=0.0013, confidence=0.7504
{12, 1150} => {7}, support=0.0013, confidence=0.9771
{8, 205} => {12}, support=0.0011, confidence=0.6962
{12, 205} => {8}, support=0.0011, confidence=0.8243
{8, 206} => {12}, support=0.0061, confidence=0.7074
{12, 206} => {8}, support=0.0061, confidence=0.6246
{41, 270} => {7}, support=0.0011, confidence=0.9756
{8, 212} => {12}, support=0.0015, confidence=0.6993
{12, 212} => {8}, support=0.0015, confidence=0.8991
{8, 213} => {12}, support=0.0013, confidence=0.7347
{12, 213} => {8}, support=0.0013, confidence=0.8632
{8, 216} => {12}, support=0.0025, confidence=0.8057
{8, 219} => {12}, support=0.0067, confidence=0.7644
{41, 304} => {7}, support=0.0010, confidence=0.9819
{41, 315} => {7}, support=0.0013, confidence=0.9691
{41, 317} => {7}, support=0.0010, confidence=0.9761
{8, 266} => {12}, support=0.0030, confidence=0.7361
{12, 266} => {8}, support=0.0030, confidence=0.8284
{8, 270} => {12}, support=0.0011, confidence=0.7415
{28, 738} => {7}, support=0.0014, confidence=0.9389
{8, 274} => {12}, support=0.0011, confidence=0.7889
{8, 277} => {12}, support=0.0017, confidence=0.7061
{12, 277} => {8}, support=0.0017, confidence=0.8791
{8, 279} => {12}, support=0.0052, confidence=0.7295
{8, 295} => {12}, support=0.0014, confidence=0.6053
{8, 304} => {12}, support=0.0013, confidence=0.7956
{8, 315} => {12}, support=0.0011, confidence=0.7787
{8, 317} => {12}, support=0.0019, confidence=0.7541
{8, 322} => {12}, support=0.0040, confidence=0.7301
{12, 322} => {8}, support=0.0040, confidence=0.8572
{47, 219} => {7}, support=0.0011, confidence=0.9709
{8, 379} => {12}, support=0.0011, confidence=0.7940
{8, 401} => {12}, support=0.0012, confidence=0.6933
{12, 401} => {8}, support=0.0012, confidence=0.8336
{8, 403} => {12}, support=0.0011, confidence=0.7141
{12, 403} => {8}, support=0.0011, confidence=0.8953
{880} => {7, 28}, support=0.0016, confidence=0.6828
{7, 880} => {28}, support=0.0016, confidence=0.7876
{28, 880} => {7}, support=0.0016, confidence=0.8936
{1508} => {7, 8}, support=0.0014, confidence=0.6009
{7, 1508} => {8}, support=0.0014, confidence=0.7038
{8, 1508} => {7}, support=0.0014, confidence=0.9012
{50, 206} => {7}, support=0.0013, confidence=0.9501
{7, 898} => {28}, support=0.0053, confidence=0.6420
{28, 898} => {7}, support=0.0053, confidence=0.9066
{50, 219} => {7}, support=0.0011, confidence=0.9799
{8, 439} => {12}, support=0.0017, confidence=0.8985
{1530} => {7, 8}, support=0.0017, confidence=0.7582
{7, 1530} => {8}, support=0.0017, confidence=0.8673
{8, 1530} => {7}, support=0.0017, confidence=0.9111
{8, 447} => {12}, support=0.0017, confidence=0.7532
{29, 898} => {7}, support=0.0011, confidence=0.9064
{56, 65} => {7}, support=0.0020, confidence=0.8051
{7, 935} => {28}, support=0.0025, confidence=0.6138
{28, 935} => {7}, support=0.0025, confidence=0.9036
{56, 70} => {7}, support=0.0012, confidence=0.9018
{56, 74} => {7}, support=0.0010, confidence=0.6721
{56, 78} => {7}, support=0.0022, confidence=0.8638
{56, 84} => {7}, support=0.0016, confidence=0.9208
{50, 279} => {7}, support=0.0012, confidence=0.9630
{47, 380} => {7}, support=0.0017, confidence=0.9778
{1482} => {7, 12}, support=0.0010, confidence=0.7014
{7, 1482} => {12}, support=0.0010, confidence=0.7878
{12, 1482} => {7}, support=0.0010, confidence=0.9880
{28, 988} => {7}, support=0.0011, confidence=0.9664
{29} => {8, 28}, support=0.0040, confidence=0.6138
{8, 29} => {28}, support=0.0040, confidence=0.7036
{28, 29} => {8}, support=0.0040, confidence=0.9420
{8, 33} => {28}, support=0.0044, confidence=0.7024
{28, 33} => {8}, support=0.0044, confidence=0.9402
{38} => {8, 28}, support=0.0015, confidence=0.6474
{8, 38} => {28}, support=0.0015, confidence=0.7741
{28, 38} => {8}, support=0.0015, confidence=0.9395
{1497} => {7, 12}, support=0.0010, confidence=0.6494
{7, 1497} => {12}, support=0.0010, confidence=0.7604
{12, 1497} => {7}, support=0.0010, confidence=0.9817
{56, 137} => {7}, support=0.0012, confidence=0.8952
{56, 139} => {7}, support=0.0017, confidence=0.8053
{8, 50} => {28}, support=0.0024, confidence=0.8487
{1508} => {7, 12}, support=0.0015, confidence=0.6432
{7, 1508} => {12}, support=0.0015, confidence=0.7533
{12, 1508} => {7}, support=0.0015, confidence=0.9844
{56, 149} => {7}, support=0.0030, confidence=0.9068
{29} => {8, 33}, support=0.0057, confidence=0.8618
{33} => {8, 29}, support=0.0057, confidence=0.7700
{8, 29} => {33}, support=0.0057, confidence=0.9880
{8, 33} => {29}, support=0.0057, confidence=0.9039
{29, 33} => {8}, support=0.0057, confidence=0.9386
{7, 1525} => {12}, support=0.0012, confidence=0.6935
{12, 1525} => {7}, support=0.0012, confidence=0.9614
{38} => {8, 29}, support=0.0017, confidence=0.7373
{8, 38} => {29}, support=0.0017, confidence=0.8816
{29, 38} => {8}, support=0.0017, confidence=0.9526
{28, 70} => {8}, support=0.0013, confidence=0.6466
{1530} => {7, 12}, support=0.0015, confidence=0.7050
{7, 1530} => {12}, support=0.0015, confidence=0.8064
{12, 1530} => {7}, support=0.0015, confidence=0.9845
{1537} => {7, 12}, support=0.0012, confidence=0.7065
{7, 1537} => {12}, support=0.0012, confidence=0.7837
{12, 1537} => {7}, support=0.0012, confidence=0.9818
{8, 84} => {28}, support=0.0066, confidence=0.6006
{28, 84} => {8}, support=0.0066, confidence=0.8283
{1542} => {7, 12}, support=0.0012, confidence=0.7458
{7, 1542} => {12}, support=0.0012, confidence=0.8537
{12, 1542} => {7}, support=0.0012, confidence=0.9875
{8, 86} => {28}, support=0.0036, confidence=0.6216
{28, 86} => {8}, support=0.0036, confidence=0.9891
{57, 149} => {7}, support=0.0014, confidence=0.9948
{8, 87} => {28}, support=0.0032, confidence=0.6288
{28, 87} => {8}, support=0.0032, confidence=0.9794
{1545} => {7, 12}, support=0.0012, confidence=0.7346
{7, 1545} => {12}, support=0.0012, confidence=0.8489
{12, 1545} => {7}, support=0.0012, confidence=0.9876
{8, 88} => {28}, support=0.0074, confidence=0.6965
{28, 88} => {8}, support=0.0074, confidence=0.9348
{1546} => {7, 12}, support=0.0012, confidence=0.7532
{7, 1546} => {12}, support=0.0012, confidence=0.8644
{12, 1546} => {7}, support=0.0012, confidence=0.9861
{89} => {8, 28}, support=0.0013, confidence=0.6142
{8, 89} => {28}, support=0.0013, confidence=0.7407
{28, 89} => {8}, support=0.0013, confidence=0.9327
{1051} => {7, 28}, support=0.0010, confidence=0.6501
{7, 1051} => {28}, support=0.0010, confidence=0.7656
{28, 1051} => {7}, support=0.0010, confidence=0.9035
{1053} => {7, 28}, support=0.0015, confidence=0.6274
{7, 1053} => {28}, support=0.0015, confidence=0.7233
{28, 1053} => {7}, support=0.0015, confidence=0.9094
{33, 898} => {7}, support=0.0012, confidence=0.9023
{658} => {7, 41}, support=0.0012, confidence=0.8522
{7, 658} => {41}, support=0.0012, confidence=0.9180
{41, 658} => {7}, support=0.0012, confidence=0.9616
{659} => {7, 41}, support=0.0016, confidence=0.7612
{7, 659} => {41}, support=0.0016, confidence=0.8441
{41, 659} => {7}, support=0.0016, confidence=0.9596
{660} => {7, 41}, support=0.0036, confidence=0.8586
{7, 660} => {41}, support=0.0036, confidence=0.9357
{41, 660} => {7}, support=0.0036, confidence=0.9555
{661} => {7, 41}, support=0.0016, confidence=0.7929
{7, 661} => {41}, support=0.0016, confidence=0.8837
{41, 661} => {7}, support=0.0016, confidence=0.9537
{666} => {7, 41}, support=0.0028, confidence=0.8467
{7, 666} => {41}, support=0.0028, confidence=0.9263
{41, 666} => {7}, support=0.0028, confidence=0.9526
{1570} => {7, 12}, support=0.0011, confidence=0.6002
{7, 1570} => {12}, support=0.0011, confidence=0.7322
{12, 1570} => {7}, support=0.0011, confidence=0.9758
{1571} => {7, 12}, support=0.0010, confidence=0.6116
{7, 1571} => {12}, support=0.0010, confidence=0.7036
{12, 1571} => {7}, support=0.0010, confidence=0.9786
{29, 84} => {8}, support=0.0013, confidence=0.9205
{29, 88} => {8}, support=0.0017, confidence=0.9495
{56, 219} => {7}, support=0.0039, confidence=0.8450
{4, 149} => {219}, support=0.0169, confidence=0.7802
{28, 137} => {8}, support=0.0013, confidence=0.6114
{28, 139} => {8}, support=0.0019, confidence=0.6127
{28, 149} => {8}, support=0.0030, confidence=0.6086
{57, 219} => {7}, support=0.0016, confidence=0.9883
{4, 256} => {149}, support=0.0016, confidence=0.8813
{8, 668} => {12}, support=0.0010, confidence=0.8559
{7, 1139} => {28}, support=0.0014, confidence=0.6215
{28, 1139} => {7}, support=0.0014, confidence=0.9050
{1141} => {7, 28}, support=0.0012, confidence=0.7352
{7, 1141} => {28}, support=0.0012, confidence=0.8529
{28, 1141} => {7}, support=0.0012, confidence=0.8888
{41, 738} => {7}, support=0.0012, confidence=0.9718
{1645} => {7, 12}, support=0.0028, confidence=0.7119
{7, 1645} => {12}, support=0.0028, confidence=0.7876
{12, 1645} => {7}, support=0.0028, confidence=0.9876
{8, 1771} => {7}, support=0.0016, confidence=0.9488
{38} => {8, 33}, support=0.0018, confidence=0.7822
{8, 38} => {33}, support=0.0018, confidence=0.9353
{33, 38} => {8}, support=0.0018, confidence=0.9531
{1776} => {7, 8}, support=0.0012, confidence=0.7658
{7, 1776} => {8}, support=0.0012, confidence=0.8892
{8, 1776} => {7}, support=0.0012, confidence=0.8920
{4, 663} => {137}, support=0.0026, confidence=0.8528
{8, 205} => {28}, support=0.0011, confidence=0.7115
{28, 205} => {8}, support=0.0011, confidence=0.8602
{8, 206} => {28}, support=0.0061, confidence=0.7143
{28, 206} => {8}, support=0.0061, confidence=0.7188
{212} => {8, 28}, support=0.0017, confidence=0.6377
{8, 212} => {28}, support=0.0017, confidence=0.7612
{28, 212} => {8}, support=0.0017, confidence=0.9384
{213} => {8, 28}, support=0.0013, confidence=0.6024
{8, 213} => {28}, support=0.0013, confidence=0.7641
{28, 213} => {8}, support=0.0013, confidence=0.9082
{56, 317} => {7}, support=0.0012, confidence=0.7771
{33, 84} => {8}, support=0.0014, confidence=0.9151
{8, 738} => {12}, support=0.0016, confidence=0.7869
{33, 88} => {8}, support=0.0018, confidence=0.9481
{1708} => {7, 12}, support=0.0013, confidence=0.7744
{7, 1708} => {12}, support=0.0013, confidence=0.8295
{12, 1708} => {7}, support=0.0013, confidence=0.9880
{65, 70} => {7}, support=0.0016, confidence=0.9573
{65, 78} => {7}, support=0.0033, confidence=0.9494
{28, 266} => {8}, support=0.0016, confidence=0.8800
{65, 84} => {7}, support=0.0020, confidence=0.9664
{8, 277} => {28}, support=0.0018, confidence=0.7474
{28, 277} => {8}, support=0.0018, confidence=0.9280
{8, 279} => {28}, support=0.0052, confidence=0.7335
{28, 279} => {8}, support=0.0052, confidence=0.7541
{1869} => {7, 8}, support=0.0010, confidence=0.7468
{7, 1869} => {8}, support=0.0010, confidence=0.8395
{8, 1869} => {7}, support=0.0010, confidence=0.9386
{1749} => {7, 12}, support=0.0023, confidence=0.6921
{7, 1749} => {12}, support=0.0023, confidence=0.7712
{12, 1749} => {7}, support=0.0023, confidence=0.9847
{12, 1752} => {7}, support=0.0017, confidence=0.8839
{1770} => {7, 12}, support=0.0013, confidence=0.6447
{7, 1770} => {12}, support=0.0013, confidence=0.7670
{12, 1770} => {7}, support=0.0013, confidence=0.9839
{1771} => {7, 12}, support=0.0024, confidence=0.7081
{7, 1771} => {12}, support=0.0024, confidence=0.8164
{12, 1771} => {7}, support=0.0024, confidence=0.9821
{322} => {8, 28}, support=0.0042, confidence=0.6085
{8, 322} => {28}, support=0.0042, confidence=0.7595
{28, 322} => {8}, support=0.0042, confidence=0.8939
{65, 136} => {7}, support=0.0011, confidence=0.9819
{65, 137} => {7}, support=0.0018, confidence=0.9531
{65, 139} => {7}, support=0.0024, confidence=0.9236
{65, 149} => {7}, support=0.0047, confidence=0.9569
{1801} => {7, 12}, support=0.0015, confidence=0.6028
{7, 1801} => {12}, support=0.0015, confidence=0.7442
{12, 1801} => {7}, support=0.0015, confidence=0.9737
{7, 1802} => {12}, support=0.0010, confidence=0.6966
{12, 1802} => {7}, support=0.0010, confidence=0.9549
{1809} => {7, 12}, support=0.0015, confidence=0.7318
{7, 1809} => {12}, support=0.0015, confidence=0.8318
{12, 1809} => {7}, support=0.0015, confidence=0.9850
{1811} => {7, 12}, support=0.0018, confidence=0.7519
{7, 1811} => {12}, support=0.0018, confidence=0.8131
{12, 1811} => {7}, support=0.0018, confidence=0.9884
{56, 447} => {7}, support=0.0010, confidence=0.7882
{7, 1957} => {8}, support=0.0018, confidence=0.6180
{8, 1957} => {7}, support=0.0018, confidence=0.9046
{7, 1961} => {8}, support=0.0011, confidence=0.6419
{8, 1961} => {7}, support=0.0011, confidence=0.9089
{1839} => {7, 12}, support=0.0021, confidence=0.7463
{7, 1839} => {12}, support=0.0021, confidence=0.8108
{12, 1839} => {7}, support=0.0021, confidence=0.9871
{8, 880} => {12}, support=0.0014, confidence=0.6944
{12, 880} => {8}, support=0.0014, confidence=0.9104
{65, 206} => {7}, support=0.0012, confidence=0.9589
{1981} => {7, 8}, support=0.0010, confidence=0.6803
{7, 1981} => {8}, support=0.0010, confidence=0.8221
{8, 1981} => {7}, support=0.0010, confidence=0.8774
{401} => {8, 28}, support=0.0015, confidence=0.6145
{8, 401} => {28}, support=0.0015, confidence=0.8182
{28, 401} => {8}, support=0.0015, confidence=0.9017
{898} => {8, 12}, support=0.0057, confidence=0.6061
{8, 898} => {12}, support=0.0057, confidence=0.7086
