=== Pass1 -> L1.dat ===
Total transactions: 100000
Pass1 time: 0.043 sec
=== Pass2 -> L2.dat ===
Found 8831 frequent pairs
Pass2 time: 0.952 sec
=== Pass3 -> L3.dat ===
Found 7130 frequent triples
Pass3 time: 0.675 sec

=== Association Rules (confidence >= 0.60) ===
{15} => {161}, support=0.0019, confidence=0.9442
{105, 382} => {615}, support=0.0016, confidence=0.6275
{105, 615} => {382}, support=0.0016, confidence=0.8649
{382, 615} => {105}, support=0.0016, confidence=0.6987
{784} => {300, 838}, support=0.0031, confidence=0.6581
{300, 784} => {838}, support=0.0031, confidence=0.9277
{300, 838} => {784}, support=0.0031, confidence=0.9362
{784, 838} => {300}, support=0.0031, confidence=0.9595
{510, 721} => {993}, support=0.0012, confidence=0.6489
{510, 993} => {721}, support=0.0012, confidence=0.8531
{721, 993} => {510}, support=0.0012, confidence=0.7974
{300} => {784, 943}, support=0.0032, confidence=0.6054
{784} => {300, 943}, support=0.0032, confidence=0.6752
{943} => {300, 784}, support=0.0032, confidence=0.7248
{300, 784} => {943}, support=0.0032, confidence=0.9518
{300, 943} => {784}, support=0.0032, confidence=0.9576
{784, 943} => {300}, support=0.0032, confidence=0.9605
{106, 363} => {470}, support=0.0022, confidence=0.8606
{106, 470} => {363}, support=0.0022, confidence=0.9000
{363, 470} => {106}, support=0.0022, confidence=0.8471
{506, 854} => {884}, support=0.0014, confidence=0.9062
{506, 884} => {854}, support=0.0014, confidence=0.7967
{508, 790} => {965}, support=0.0013, confidence=0.7143
{508, 965} => {790}, support=0.0013, confidence=0.8681
{790, 965} => {508}, support=0.0013, confidence=0.6868
{506, 854} => {911}, support=0.0015, confidence=0.9187
{506, 911} => {854}, support=0.0015, confidence=0.8448
{854, 911} => {506}, support=0.0015, confidence=0.7819
{309, 519} => {621}, support=0.0011, confidence=0.6491
{309, 621} => {519}, support=0.0011, confidence=0.8538
{519, 621} => {309}, support=0.0011, confidence=0.9098
{517, 524} => {734}, support=0.0042, confidence=0.9562
{517, 734} => {524}, support=0.0042, confidence=0.9696
{524, 734} => {517}, support=0.0042, confidence=0.9453
{111, 208} => {799}, support=0.0028, confidence=0.9221
{111, 799} => {208}, support=0.0028, confidence=0.8478
{208, 799} => {111}, support=0.0028, confidence=0.8959
{111, 208} => {827}, support=0.0028, confidence=0.9221
{111, 827} => {208}, support=0.0028, confidence=0.8738
{208, 827} => {111}, support=0.0028, confidence=0.9281
{101, 527} => {570}, support=0.0010, confidence=0.7812
{101, 570} => {527}, support=0.0010, confidence=0.7407
{91, 826} => {915}, support=0.0011, confidence=0.7552
{517, 524} => {999}, support=0.0042, confidence=0.9608
{517, 999} => {524}, support=0.0042, confidence=0.9608
{524, 999} => {517}, support=0.0042, confidence=0.7433
{89, 891} => {957}, support=0.0012, confidence=0.9603
{89, 957} => {891}, support=0.0012, confidence=0.9167
{891, 957} => {89}, support=0.0012, confidence=0.7289
{106, 363} => {992}, support=0.0022, confidence=0.8606
{106, 992} => {363}, support=0.0022, confidence=0.9432
{363, 992} => {106}, support=0.0022, confidence=0.8244
{96, 683} => {691}, support=0.0012, confidence=0.8440
{96, 691} => {683}, support=0.0012, confidence=0.9084
{683, 691} => {96}, support=0.0012, confidence=0.8264
{113, 163} => {569}, support=0.0019, confidence=0.8130
{113, 569} => {163}, support=0.0019, confidence=0.8578
{163, 569} => {113}, support=0.0019, confidence=0.9212
{96, 683} => {798}, support=0.0012, confidence=0.8582
{96, 683} => {839}, support=0.0012, confidence=0.8794
{96, 839} => {683}, support=0.0012, confidence=0.9118
{683, 839} => {96}, support=0.0012, confidence=0.8435
{310, 511} => {621}, support=0.0046, confidence=0.9157
{310, 621} => {511}, support=0.0046, confidence=0.9102
{511, 621} => {310}, support=0.0046, confidence=0.8959
{113, 163} => {799}, support=0.0020, confidence=0.8522
{113, 799} => {163}, support=0.0020, confidence=0.7871
{163, 799} => {113}, support=0.0020, confidence=0.8673
{113, 163} => {806}, support=0.0019, confidence=0.8478
{113, 806} => {163}, support=0.0019, confidence=0.8159
{163, 806} => {113}, support=0.0019, confidence=0.8824
{96, 691} => {798}, support=0.0012, confidence=0.9084
{691, 798} => {96}, support=0.0012, confidence=0.8440
{296, 938} => {948}, support=0.0025, confidence=0.7866
{296, 948} => {938}, support=0.0025, confidence=0.9537
{938, 948} => {296}, support=0.0025, confidence=0.6730
{96, 691} => {839}, support=0.0012, confidence=0.9389
{96, 839} => {691}, support=0.0012, confidence=0.9044
{691, 839} => {96}, support=0.0012, confidence=0.9248
{112, 211} => {350}, support=0.0020, confidence=0.9519
{112, 350} => {211}, support=0.0020, confidence=0.9340
{211, 350} => {112}, support=0.0020, confidence=0.8919
{112, 211} => {355}, support=0.0020, confidence=0.9615
{211, 355} => {112}, support=0.0020, confidence=0.7692
{310, 511} => {794}, support=0.0046, confidence=0.9177
{310, 794} => {511}, support=0.0046, confidence=0.9014
{511, 794} => {310}, support=0.0046, confidence=0.8542
{314} => {391, 693}, support=0.0015, confidence=0.6875
{314, 391} => {693}, support=0.0015, confidence=0.9390
{314, 693} => {391}, support=0.0015, confidence=0.9565
{506, 884} => {911}, support=0.0015, confidence=0.8187
{506, 911} => {884}, support=0.0015, confidence=0.8563
{884, 911} => {506}, support=0.0015, confidence=0.6898
{309, 549} => {719}, support=0.0023, confidence=0.8702
{309, 719} => {549}, support=0.0023, confidence=0.9421
{549, 719} => {309}, support=0.0023, confidence=0.8837
{314} => {391, 830}, support=0.0016, confidence=0.7009
{314, 391} => {830}, support=0.0016, confidence=0.9573
{314, 830} => {391}, support=0.0016, confidence=0.9401
{309, 549} => {776}, support=0.0023, confidence=0.8855
{309, 776} => {549}, support=0.0023, confidence=0.8561
{549, 776} => {309}, support=0.0023, confidence=0.7073
{932} => {921, 938}, support=0.0011, confidence=0.6588
{921, 932} => {938}, support=0.0011, confidence=0.9825
{921, 938} => {932}, support=0.0011, confidence=0.9032
{932, 938} => {921}, support=0.0011, confidence=0.9180
{112, 211} => {779}, support=0.0020, confidence=0.9423
{112, 779} => {211}, support=0.0020, confidence=0.8869
{211, 779} => {112}, support=0.0020, confidence=0.8789
{112, 211} => {889}, support=0.0019, confidence=0.9279
{112, 889} => {211}, support=0.0019, confidence=0.8465
{211, 889} => {112}, support=0.0019, confidence=0.8075
{943} => {300, 838}, support=0.0031, confidence=0.7018
{300, 838} => {943}, support=0.0031, confidence=0.9301
{300, 943} => {838}, support=0.0031, confidence=0.9273
{838, 943} => {300}, support=0.0031, confidence=0.9592
{180} => {114, 266}, support=0.0022, confidence=0.9156
{114, 180} => {266}, support=0.0022, confidence=0.9353
{114, 266} => {180}, support=0.0022, confidence=0.9602
{180, 266} => {114}, support=0.0022, confidence=0.9819
{180} => {114, 378}, support=0.0022, confidence=0.9451
{114, 180} => {378}, support=0.0022, confidence=0.9655
{114, 378} => {180}, support=0.0022, confidence=0.9492
{180, 378} => {114}, support=0.0022, confidence=0.9782
{180} => {114, 412}, support=0.0022, confidence=0.9494
{114, 180} => {412}, support=0.0022, confidence=0.9698
{114, 412} => {180}, support=0.0022, confidence=0.9534
{180, 412} => {114}, support=0.0022, confidence=0.9783
{713, 948} => {968}, support=0.0016, confidence=0.8919
{713, 968} => {948}, support=0.0016, confidence=0.9375
{948, 968} => {713}, support=0.0016, confidence=0.8128
{180} => {114, 416}, support=0.0022, confidence=0.9241
{114, 180} => {416}, support=0.0022, confidence=0.9440
{114, 416} => {180}, support=0.0022, confidence=0.9563
{180, 416} => {114}, support=0.0022, confidence=0.9821
{713, 948} => {982}, support=0.0017, confidence=0.8973
{713, 982} => {948}, support=0.0017, confidence=0.8925
{948, 982} => {713}, support=0.0017, confidence=0.8019
{97, 697} => {763}, support=0.0014, confidence=0.9792
{97, 763} => {697}, support=0.0014, confidence=0.9658
{697, 763} => {97}, support=0.0014, confidence=0.9792
{96, 967} => {723}, support=0.0017, confidence=0.8936
{317, 346} => {358}, support=0.0020, confidence=0.8855
{317, 358} => {346}, support=0.0020, confidence=0.9178
{346, 358} => {317}, support=0.0020, confidence=0.9437
{317, 346} => {581}, support=0.0021, confidence=0.9339
{317, 581} => {346}, support=0.0021, confidence=0.9099
{346, 581} => {317}, support=0.0021, confidence=0.9258
{112, 250} => {654}, support=0.0010, confidence=0.8772
{112, 654} => {250}, support=0.0010, confidence=0.8475
{250, 654} => {112}, support=0.0010, confidence=0.8621
{112, 250} => {707}, support=0.0010, confidence=0.9035
{112, 707} => {250}, support=0.0010, confidence=0.8374
{250, 707} => {112}, support=0.0010, confidence=0.9450
{713, 968} => {982}, support=0.0017, confidence=0.9659
{713, 982} => {968}, support=0.0017, confidence=0.9140
{968, 982} => {713}, support=0.0017, confidence=0.8947
{721, 949} => {723}, support=0.0012, confidence=0.8105
{317, 346} => {920}, support=0.0020, confidence=0.8943
{317, 920} => {346}, support=0.0020, confidence=0.9022
{346, 920} => {317}, support=0.0020, confidence=0.8943
{317, 358} => {581}, support=0.0020, confidence=0.9315
{317, 581} => {358}, support=0.0020, confidence=0.8755
{358, 581} => {317}, support=0.0020, confidence=0.8987
{721, 736} => {781}, support=0.0015, confidence=0.8315
{512, 761} => {983}, support=0.0010, confidence=0.9182
{512, 983} => {761}, support=0.0010, confidence=0.8860
{761, 983} => {512}, support=0.0010, confidence=0.8559
{117, 129} => {177}, support=0.0015, confidence=0.8824
{117, 177} => {129}, support=0.0015, confidence=0.9036
{129, 177} => {117}, support=0.0015, confidence=0.9375
{721, 736} => {921}, support=0.0014, confidence=0.7554
{721, 921} => {736}, support=0.0014, confidence=0.8968
{736, 921} => {721}, support=0.0014, confidence=0.9026
{317, 358} => {920}, support=0.0020, confidence=0.9315
{317, 920} => {358}, support=0.0020, confidence=0.9067
{358, 920} => {317}, support=0.0020, confidence=0.8500
{511, 919} => {796}, support=0.0010, confidence=0.6753
{796, 919} => {511}, support=0.0010, confidence=0.6303
{117, 129} => {281}, support=0.0015, confidence=0.8882
{117, 281} => {129}, support=0.0015, confidence=0.8118
{129, 281} => {117}, support=0.0015, confidence=0.8988
{803} => {511, 845}, support=0.0016, confidence=0.8617
{511, 803} => {845}, support=0.0016, confidence=0.9759
{511, 845} => {803}, support=0.0016, confidence=0.7431
{803, 845} => {511}, support=0.0016, confidence=0.9759
{682} => {101, 617}, support=0.0022, confidence=0.6366
{101, 617} => {682}, support=0.0022, confidence=0.7157
{101, 682} => {617}, support=0.0022, confidence=0.9319
{617, 682} => {101}, support=0.0022, confidence=0.9202
{109, 379} => {386}, support=0.0016, confidence=0.9480
{109, 386} => {379}, support=0.0016, confidence=0.9480
{379, 386} => {109}, support=0.0016, confidence=0.9425
{803} => {511, 923}, support=0.0016, confidence=0.8617
{511, 803} => {923}, support=0.0016, confidence=0.9759
{511, 923} => {803}, support=0.0016, confidence=0.9257
{803, 923} => {511}, support=0.0016, confidence=0.9701
{115, 197} => {322}, support=0.0018, confidence=0.9115
{115, 322} => {197}, support=0.0018, confidence=0.9409
{197, 322} => {115}, support=0.0018, confidence=0.9115
{115, 197} => {388}, support=0.0018, confidence=0.9323
{115, 388} => {197}, support=0.0018, confidence=0.9275
{197, 388} => {115}, support=0.0018, confidence=0.8174
{101, 617} => {839}, support=0.0021, confidence=0.6993
{101, 839} => {617}, support=0.0021, confidence=0.9030
{617, 839} => {101}, support=0.0021, confidence=0.8992
{109, 379} => {584}, support=0.0016, confidence=0.9480
{109, 584} => {379}, support=0.0016, confidence=0.9425
{379, 584} => {109}, support=0.0016, confidence=0.9213
{117, 129} => {693}, support=0.0016, confidence=0.9176
{129, 693} => {117}, support=0.0016, confidence=0.8864
{101, 618} => {911}, support=0.0031, confidence=0.8943
{101, 911} => {618}, support=0.0031, confidence=0.9179
{618, 911} => {101}, support=0.0031, confidence=0.8817
{519, 572} => {673}, support=0.0019, confidence=0.8527
{519, 673} => {572}, support=0.0019, confidence=0.9183
{572, 673} => {519}, support=0.0019, confidence=0.8967
{109, 379} => {694}, support=0.0016, confidence=0.9538
{109, 694} => {379}, support=0.0016, confidence=0.9763
{379, 694} => {109}, support=0.0016, confidence=0.9706
{117, 129} => {764}, support=0.0015, confidence=0.8941
{117, 764} => {129}, support=0.0015, confidence=0.8128
{129, 764} => {117}, support=0.0015, confidence=0.8941
{109, 386} => {584}, support=0.0016, confidence=0.9480
{109, 584} => {386}, support=0.0016, confidence=0.9425
{386, 584} => {109}, support=0.0016, confidence=0.9111
{115, 197} => {692}, support=0.0018, confidence=0.9427
{115, 692} => {197}, support=0.0018, confidence=0.9526
{197, 692} => {115}, support=0.0018, confidence=0.9330
{722} => {732, 791}, support=0.0030, confidence=0.6742
{722, 732} => {791}, support=0.0030, confidence=0.9803
{722, 791} => {732}, support=0.0030, confidence=0.9613
{732, 791} => {722}, support=0.0030, confidence=0.9675
{109, 386} => {694}, support=0.0016, confidence=0.9480
{109, 694} => {386}, support=0.0016, confidence=0.9704
{386, 694} => {109}, support=0.0016, confidence=0.6165
{722} => {732, 886}, support=0.0030, confidence=0.6742
{722, 732} => {886}, support=0.0030, confidence=0.9803
{722, 886} => {732}, support=0.0030, confidence=0.6946
{732, 886} => {722}, support=0.0030, confidence=0.9613
{106, 470} => {992}, support=0.0021, confidence=0.8792
{106, 992} => {470}, support=0.0021, confidence=0.9214
{470, 992} => {106}, support=0.0021, confidence=0.9017
{91, 941} => {942}, support=0.0022, confidence=0.9292
{91, 942} => {941}, support=0.0022, confidence=0.9139
{941, 942} => {91}, support=0.0022, confidence=0.9370
{117, 155} => {355}, support=0.0020, confidence=0.9083
{116, 167} => {985}, support=0.0017, confidence=0.9659
{116, 985} => {167}, support=0.0017, confidence=0.8057
{167, 985} => {116}, support=0.0017, confidence=0.9140
{511, 844} => {830}, support=0.0012, confidence=0.8079
{830, 844} => {511}, support=0.0012, confidence=0.6559
{310, 615} => {693}, support=0.0020, confidence=0.7953
{310, 693} => {615}, support=0.0020, confidence=0.6733
{615, 693} => {310}, support=0.0020, confidence=0.6103
{115, 219} => {369}, support=0.0010, confidence=1.0000
{219, 369} => {115}, support=0.0010, confidence=0.8655
{511, 886} => {830}, support=0.0013, confidence=0.6066
{117, 155} => {518}, support=0.0020, confidence=0.9037
{117, 518} => {155}, support=0.0020, confidence=0.9037
{155, 518} => {117}, support=0.0020, confidence=0.9249
{511, 982} => {830}, support=0.0012, confidence=0.7799
{115, 219} => {511}, support=0.0010, confidence=0.9903
{115, 511} => {219}, support=0.0010, confidence=0.8226
{219, 511} => {115}, support=0.0010, confidence=0.9189
{96, 839} => {798}, support=0.0012, confidence=0.9044
{798, 839} => {96}, support=0.0012, confidence=0.8425
{924, 933} => {948}, support=0.0024, confidence=0.8981
{933, 948} => {924}, support=0.0024, confidence=0.8530
{315, 471} => {524}, support=0.0029, confidence=0.9119
{315, 524} => {471}, support=0.0029, confidence=0.9177
{471, 524} => {315}, support=0.0029, confidence=0.8123
{113, 286} => {388}, support=0.0032, confidence=0.8400
{113, 388} => {286}, support=0.0032, confidence=0.8824
{286, 388} => {113}, support=0.0032, confidence=0.8949
{978} => {924, 933}, support=0.0023, confidence=0.8593
{924, 933} => {978}, support=0.0023, confidence=0.8755
{924, 978} => {933}, support=0.0023, confidence=0.9243
{933, 978} => {924}, support=0.0023, confidence=0.9431
{105, 530} => {592}, support=0.0018, confidence=0.8117
{105, 592} => {530}, support=0.0018, confidence=0.9141
{310, 621} => {794}, support=0.0047, confidence=0.9321
{310, 794} => {621}, support=0.0047, confidence=0.9211
{621, 794} => {310}, support=0.0047, confidence=0.8998
{113, 286} => {500}, support=0.0032, confidence=0.8507
{113, 500} => {286}, support=0.0032, confidence=0.9300
{286, 500} => {113}, support=0.0032, confidence=0.7317
{117, 155} => {723}, support=0.0020, confidence=0.9128
{117, 723} => {155}, support=0.0020, confidence=0.7057
{113, 286} => {512}, support=0.0032, confidence=0.8507
{113, 512} => {286}, support=0.0032, confidence=0.9410
{286, 512} => {113}, support=0.0032, confidence=0.9522
{721, 921} => {781}, support=0.0014, confidence=0.8839
{781, 921} => {721}, support=0.0014, confidence=0.9257
{720} => {811, 961}, support=0.0044, confidence=0.6667
{720, 811} => {961}, support=0.0044, confidence=0.9609
{720, 961} => {811}, support=0.0044, confidence=0.9609
{811, 961} => {720}, support=0.0044, confidence=0.9325
{106, 495} => {816}, support=0.0055, confidence=0.8875
{106, 816} => {495}, support=0.0055, confidence=0.8961
{495, 816} => {106}, support=0.0055, confidence=0.8832
{309, 659} => {662}, support=0.0019, confidence=0.7848
{309, 662} => {659}, support=0.0019, confidence=0.8900
{659, 662} => {309}, support=0.0019, confidence=0.8493
{309, 659} => {666}, support=0.0019, confidence=0.7848
{309, 666} => {659}, support=0.0019, confidence=0.9490
{659, 666} => {309}, support=0.0019, confidence=0.9254
{113, 286} => {595}, support=0.0032, confidence=0.8400
{113, 595} => {286}, support=0.0032, confidence=0.9026
{286, 595} => {113}, support=0.0032, confidence=0.7063
{309, 659} => {683}, support=0.0019, confidence=0.7975
{309, 683} => {659}, support=0.0019, confidence=0.6517
{106, 495} => {863}, support=0.0055, confidence=0.8826
{106, 863} => {495}, support=0.0055, confidence=0.8912
{495, 863} => {106}, support=0.0055, confidence=0.7625
{113, 286} => {615}, support=0.0031, confidence=0.8213
{113, 615} => {286}, support=0.0031, confidence=0.8257
{286, 615} => {113}, support=0.0031, confidence=0.8347
{115, 219} => {796}, support=0.0010, confidence=0.9806
{115, 796} => {219}, support=0.0010, confidence=0.8938
{219, 796} => {115}, support=0.0010, confidence=0.9528
{517, 654} => {996}, support=0.0017, confidence=0.8601
{517, 996} => {654}, support=0.0017, confidence=0.8601
{511, 844} => {886}, support=0.0012, confidence=0.7682
{844, 886} => {511}, support=0.0012, confidence=0.8000
{111, 355} => {457}, support=0.0016, confidence=0.6597
{111, 457} => {355}, support=0.0016, confidence=0.9235
{355, 457} => {111}, support=0.0016, confidence=0.8307
{309, 662} => {666}, support=0.0018, confidence=0.8804
{309, 666} => {662}, support=0.0018, confidence=0.9388
{662, 666} => {309}, support=0.0018, confidence=0.9064
{315, 471} => {824}, support=0.0029, confidence=0.9214
{315, 824} => {471}, support=0.0029, confidence=0.9544
{471, 824} => {315}, support=0.0029, confidence=0.9214
{309, 662} => {683}, support=0.0019, confidence=0.8947
{309, 683} => {662}, support=0.0019, confidence=0.6448
{662, 683} => {309}, support=0.0019, confidence=0.7004
{106, 495} => {945}, support=0.0056, confidence=0.8955
{106, 945} => {495}, support=0.0056, confidence=0.8898
{495, 945} => {106}, support=0.0056, confidence=0.8517
{114, 266} => {378}, support=0.0022, confidence=0.9646
{114, 378} => {266}, support=0.0022, confidence=0.9237
{266, 378} => {114}, support=0.0022, confidence=0.9237
{113, 286} => {721}, support=0.0032, confidence=0.8453
{113, 721} => {286}, support=0.0032, confidence=0.6967
{286, 721} => {113}, support=0.0032, confidence=0.8087
{111, 355} => {511}, support=0.0016, confidence=0.6807
{111, 511} => {355}, support=0.0016, confidence=0.8182
{111, 352} => {606}, support=0.0024, confidence=0.9173
{111, 606} => {352}, support=0.0024, confidence=0.9004
{352, 606} => {111}, support=0.0024, confidence=0.8531
{511, 845} => {923}, support=0.0016, confidence=0.7523
{511, 923} => {845}, support=0.0016, confidence=0.9371
{845, 923} => {511}, support=0.0016, confidence=0.9162
{315, 471} => {875}, support=0.0029, confidence=0.9245
{315, 875} => {471}, support=0.0029, confidence=0.9187
{471, 875} => {315}, support=0.0029, confidence=0.8305
{315, 471} => {885}, support=0.0030, confidence=0.9403
{315, 885} => {471}, support=0.0030, confidence=0.9676
{471, 885} => {315}, support=0.0030, confidence=0.8567
{117, 177} => {281}, support=0.0015, confidence=0.9036
{117, 281} => {177}, support=0.0015, confidence=0.8065
{177, 281} => {117}, support=0.0015, confidence=0.8876
{114, 266} => {412}, support=0.0022, confidence=0.9690
{114, 412} => {266}, support=0.0022, confidence=0.9280
{266, 412} => {114}, support=0.0022, confidence=0.9440
{311, 601} => {710}, support=0.0034, confidence=0.8932
{311, 710} => {601}, support=0.0034, confidence=0.7778
{601, 710} => {311}, support=0.0034, confidence=0.9122
{114, 266} => {416}, support=0.0021, confidence=0.9469
{114, 416} => {266}, support=0.0021, confidence=0.9345
{266, 416} => {114}, support=0.0021, confidence=0.9427
{511, 844} => {982}, support=0.0011, confidence=0.7550
{511, 982} => {844}, support=0.0011, confidence=0.7170
{844, 982} => {511}, support=0.0011, confidence=0.8382
{636} => {518, 745}, support=0.0011, confidence=0.8235
{518, 636} => {745}, support=0.0011, confidence=0.9032
{518, 745} => {636}, support=0.0011, confidence=0.8175
{636, 745} => {518}, support=0.0011, confidence=0.9412
{309, 666} => {683}, support=0.0019, confidence=0.9541
{309, 683} => {666}, support=0.0019, confidence=0.6448
{666, 683} => {309}, support=0.0019, confidence=0.7083
{315, 471} => {981}, support=0.0029, confidence=0.9088
{315, 981} => {471}, support=0.0029, confidence=0.9666
{471, 981} => {315}, support=0.0029, confidence=0.9146
{978} => {924, 948}, support=0.0023, confidence=0.8630
{924, 978} => {948}, support=0.0023, confidence=0.9283
{948, 978} => {924}, support=0.0023, confidence=0.9320
{636} => {518, 845}, support=0.0012, confidence=0.8676
{518, 636} => {845}, support=0.0012, confidence=0.9516
{518, 845} => {636}, support=0.0012, confidence=0.8194
{636, 845} => {518}, support=0.0012, confidence=0.9219
{636} => {518, 846}, support=0.0012, confidence=0.8529
{518, 636} => {846}, support=0.0012, confidence=0.9355
{518, 846} => {636}, support=0.0012, confidence=0.8923
{636, 846} => {518}, support=0.0012, confidence=0.9134
{111, 352} => {781}, support=0.0024, confidence=0.8985
{111, 781} => {352}, support=0.0024, confidence=0.8597
{352, 781} => {111}, support=0.0024, confidence=0.8357
{94, 875} => {922}, support=0.0032, confidence=0.8166
{94, 922} => {875}, support=0.0032, confidence=0.8085
{875, 922} => {94}, support=0.0032, confidence=0.8376
{94, 875} => {933}, support=0.0033, confidence=0.8216
{94, 933} => {875}, support=0.0033, confidence=0.8605
{875, 933} => {94}, support=0.0033, confidence=0.8814
{315, 488} => {549}, support=0.0024, confidence=0.9222
{315, 549} => {488}, support=0.0024, confidence=0.9442
{488, 549} => {315}, support=0.0024, confidence=0.7980
{305, 790} => {799}, support=0.0011, confidence=0.8561
{305, 799} => {790}, support=0.0011, confidence=0.8828
{305, 790} => {838}, support=0.0011, confidence=0.8106
{305, 838} => {790}, support=0.0011, confidence=0.9469
{790, 838} => {305}, support=0.0011, confidence=0.8295
{305, 790} => {844}, support=0.0011, confidence=0.8409
{305, 844} => {790}, support=0.0011, confidence=0.9174
{790, 844} => {305}, support=0.0011, confidence=0.7025
{311, 601} => {971}, support=0.0034, confidence=0.8958
{311, 971} => {601}, support=0.0034, confidence=0.7644
{601, 971} => {311}, support=0.0034, confidence=0.8889
{510, 885} => {938}, support=0.0044, confidence=0.9223
{510, 938} => {885}, support=0.0044, confidence=0.6827
{885, 938} => {510}, support=0.0044, confidence=0.7391
{111, 352} => {936}, support=0.0025, confidence=0.9248
{111, 936} => {352}, support=0.0025, confidence=0.8945
{352, 936} => {111}, support=0.0025, confidence=0.8425
{115, 231} => {845}, support=0.0013, confidence=0.9085
{115, 845} => {231}, support=0.0013, confidence=0.8836
{231, 845} => {115}, support=0.0013, confidence=0.9416
{315, 488} => {719}, support=0.0024, confidence=0.9183
{315, 719} => {488}, support=0.0024, confidence=0.9633
{488, 719} => {315}, support=0.0024, confidence=0.9147
{113, 305} => {515}, support=0.0024, confidence=0.9405
{113, 515} => {305}, support=0.0024, confidence=0.9634
{305, 515} => {113}, support=0.0024, confidence=0.9634
{721, 919} => {799}, support=0.0012, confidence=0.6030
{799, 919} => {721}, support=0.0012, confidence=0.6667
{113, 305} => {530}, support=0.0024, confidence=0.9444
{113, 530} => {305}, support=0.0024, confidence=0.6330
{305, 530} => {113}, support=0.0024, confidence=0.8914
{721, 949} => {799}, support=0.0012, confidence=0.7974
{799, 949} => {721}, support=0.0012, confidence=0.8356
{115, 231} => {929}, support=0.0014, confidence=0.9507
{115, 929} => {231}, support=0.0014, confidence=0.9060
{231, 929} => {115}, support=0.0014, confidence=0.9574
{117, 177} => {693}, support=0.0016, confidence=0.9458
{177, 693} => {117}, support=0.0016, confidence=0.6408
{315, 488} => {776}, support=0.0024, confidence=0.9300
{315, 776} => {488}, support=0.0024, confidence=0.9228
{488, 776} => {315}, support=0.0024, confidence=0.7735
{117, 177} => {764}, support=0.0015, confidence=0.8916
{117, 764} => {177}, support=0.0015, confidence=0.7914
{177, 764} => {117}, support=0.0015, confidence=0.8916
{305, 799} => {838}, support=0.0011, confidence=0.8438
{305, 838} => {799}, support=0.0011, confidence=0.9558
{799, 838} => {305}, support=0.0011, confidence=0.8182
{512, 858} => {833}, support=0.0011, confidence=0.9024
{833, 858} => {512}, support=0.0011, confidence=0.8222
{305, 799} => {844}, support=0.0011, confidence=0.8672
{305, 844} => {799}, support=0.0011, confidence=0.9174
{799, 844} => {305}, support=0.0011, confidence=0.7500
{648} => {518, 884}, support=0.0036, confidence=0.6461
{518, 648} => {884}, support=0.0036, confidence=0.9468
{518, 884} => {648}, support=0.0036, confidence=0.9059
{648, 884} => {518}, support=0.0036, confidence=0.9519
{648} => {518, 894}, support=0.0035, confidence=0.6370
{518, 648} => {894}, support=0.0035, confidence=0.9335
{518, 894} => {648}, support=0.0035, confidence=0.9564
{648, 894} => {518}, support=0.0035, confidence=0.9696
{721, 806} => {927}, support=0.0017, confidence=0.7155
{721, 927} => {806}, support=0.0017, confidence=0.8058
{806, 927} => {721}, support=0.0017, confidence=0.8830
{320, 353} => {369}, support=0.0016, confidence=0.9878
{320, 369} => {353}, support=0.0016, confidence=0.6923
{353, 369} => {320}, support=0.0016, confidence=0.6953
{112, 350} => {355}, support=0.0021, confidence=0.9717
{350, 355} => {112}, support=0.0021, confidence=0.6498
{735} => {111, 369}, support=0.0015, confidence=0.7143
{111, 369} => {735}, support=0.0015, confidence=0.6352
{111, 735} => {369}, support=0.0015, confidence=0.9627
{369, 735} => {111}, support=0.0015, confidence=0.9012
{109, 439} => {487}, support=0.0024, confidence=0.9170
{109, 487} => {439}, support=0.0024, confidence=0.9205
{439, 487} => {109}, support=0.0024, confidence=0.7642
{113, 305} => {801}, support=0.0024, confidence=0.9365
{113, 801} => {305}, support=0.0024, confidence=0.8708
{305, 801} => {113}, support=0.0024, confidence=0.9516
{648} => {518, 983}, support=0.0035, confidence=0.6298
{518, 648} => {983}, support=0.0035, confidence=0.9229
{518, 983} => {648}, support=0.0035, confidence=0.9481
{648, 983} => {518}, support=0.0035, confidence=0.9559
{111, 369} => {796}, support=0.0016, confidence=0.6680
{111, 796} => {369}, support=0.0016, confidence=0.7951
{320, 353} => {528}, support=0.0016, confidence=0.9634
{320, 528} => {353}, support=0.0016, confidence=0.9349
{353, 528} => {320}, support=0.0016, confidence=0.9814
{320, 353} => {530}, support=0.0016, confidence=0.9634
{320, 530} => {353}, support=0.0016, confidence=0.7085
{353, 530} => {320}, support=0.0016, confidence=0.7900
{310, 659} => {662}, support=0.0019, confidence=0.9439
{310, 662} => {659}, support=0.0019, confidence=0.8852
{659, 662} => {310}, support=0.0019, confidence=0.8447
{310, 659} => {666}, support=0.0019, confidence=0.9439
{310, 666} => {659}, support=0.0019, confidence=0.9391
{659, 666} => {310}, support=0.0019, confidence=0.9204
{310, 659} => {683}, support=0.0019, confidence=0.9541
{310, 683} => {659}, support=0.0019, confidence=0.8657
{117, 202} => {334}, support=0.0018, confidence=0.8227
{117, 334} => {202}, support=0.0018, confidence=0.8117
{202, 334} => {117}, support=0.0018, confidence=0.8960
{682} => {101, 839}, support=0.0022, confidence=0.6337
{101, 682} => {839}, support=0.0022, confidence=0.9277
{101, 839} => {682}, support=0.0022, confidence=0.9198
{682, 839} => {101}, support=0.0022, confidence=0.8617
